"key","en","cs"
"command_messages.lootVoteSeparator","<g:#8B0000:#CC4400:#DAA520>▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬</g>","&e&l---------------------------------------------"
"command_messages.lootWinnerMessage","$player &areceived $item !","$player &areceived $item !"
"command_messages.minidungeonNotInstalledMessage","&8[EliteMobs] &4Minidungeon isn't installed! Can't get the relative location for uninstalled Minidungeons!","&8[EliteMobs] &4Minidungeon není nainstalovaný! Nelze získat relativní pozici pro nenainstalované Minidungeony!"
"command_messages.missingPermissionMessage","Missing permission: elitemobs.adventurersguild.command / elitemobs.adventurersguild.teleport","Chybějící oprávnění: elitemobs.adventurersguild.command / elitemobs.adventurersguild.teleport"
"command_messages.noActiveQuestsMessage","You have no active quests.","Nemáš žádné aktivní úkoly."
"command_messages.noSafeSpawnMessage","[EliteMobs] No safe spawn location found! Make sure the area is passable!","[EliteMobs] Nebylo nalezeno bezpečné místo spawnu! Ujisti se, že je oblast průchozí!"
"command_messages.notQueuedForInstanceMessage","You are not queued for instanced content!","Nejsi zařazen do fronty na instancovaný obsah!"
"command_messages.npcCannotRenameMessage","[EliteMobs] You can't rename NPCs using name tags!","[EliteMobs] Nemůžeš přejmenovat NPC pomocí jmenovek!"
"command_messages.npcFeatureComingSoonMessage","[EliteMobs] This feature is coming soon!","[EliteMobs] Tato funkce bude brzy dostupná!"
"command_messages.npcFeatureReplacedMessage","&8[EliteMobs] &cThis feature has been replaced! This NPC should be removed by an admin as soon as possible.","&8[EliteMobs] &cTato funkce byla nahrazena! Toto NPC by měl admin co nejdříve odstranit."
"command_messages.npcRemoveInstructions","&2To remove this NPC, use the command &6/em remove &2and hit the NPC!","&2Pro odstranění tohoto NPC použij příkaz &6/em remove &2a udeř do NPC!"
"command_messages.packageDoneMessage","&8[EliteMobs] &2Done! You can find your package in &9~/plugins/EliteMobs/exports &2. &6If you are making a dungeon, make sure to create your own dungeonpackages file!","&8[EliteMobs] &2Hotovo! Balíček najdeš v &9~/plugins/EliteMobs/exports &2. &6Pokud vytváříš žalář, nezapomeň si vytvořit vlastní soubor dungeonpackages!"
"command_messages.packageDontForgetMessage","&8[EliteMobs] &6Don't forget to add your world and schematic files to the package if needed!","&8[EliteMobs] &6Nezapomeň v případě potřeby přidat do balíčku soubory světa a schematu!"
"command_messages.packageFailedDirectoryMessage","[EliteMobs] Failed to create directory $path","[EliteMobs] Nepodařilo se vytvořit adresář $path"
"command_messages.packageNeedsDungeonNameMessage","[EliteMobs] This commands needs a valid dungeon name!","[EliteMobs] Tento příkaz potřebuje platný název žaláře!"
"command_messages.packageNeedsNumberMessage","This command needs a valid natural number! (1, 2, 3, 4...)","Tento příkaz potřebuje platné přirozené číslo! (1, 2, 3, 4...)"
"command_messages.packageNoSubdirectoryMessage","[EliteMobs] Could not find any $subdirectory for this dungeon. This might be normal depending on your setup.","[EliteMobs] Pro tento žalář se nepodařilo najít žádný $subdirectory. To může být podle tvého nastavení normální."
"command_messages.packageZipFailedMessage","&4[EliteMobs] Failed to zip package!","&4[EliteMobs] Nepodařilo se zazipovat balíček!"
"command_messages.packageZippedMessage","&8[EliteMobs] &6Zipped files for your convenience. Don't forget any additional files like the dungeonpackager or world/schematics files before distributing!","&8[EliteMobs] &6Soubory byly pro tvé pohodlí zazipovány. Před distribucí nezapomeň na další soubory, jako je dungeonpackager nebo world/schematics soubory!"
"command_messages.payNiceTryMessage","&4[EliteMobs]Nice try.","&4[EliteMobs]Pěkný pokus."
"command_messages.payPlayerNotOnlineMessage","&8[EliteMobs] &4Player $player is not online and can therefore not get a payment.","&8[EliteMobs] &4Hráč $player není online a proto nemůže dostat platbu."
"command_messages.protectionBypassMessage","Bypassing dungeon protections is now $status","Obcházení ochran žaláře je nyní $status"
"command_messages.questBypassOffMessage","No longer bypassing quest permission requirements!","Už neobcházíš požadavky oprávnění úkolů!"
"command_messages.questBypassOnMessage","Now bypassing quest permission requirements!","Nyní obcházíš požadavky oprávnění úkolů!"
"command_messages.questCompletedSuccessMessage","[EliteMobs] Successfully quest $quest for player $player","[EliteMobs] Úspěšně nastaven úkol $quest pro hráče $player"
"command_messages.questInvalidIdMessage","&c[EliteMobs] Invalid quest ID!","&c[EliteMobs] Neplatné ID úkolu!"
"command_messages.questNameNotValidMessage","[EliteMobs] Error - quest filename $quest is not valid!","[EliteMobs] Chyba - název souboru úkolu $quest není platný!"
"command_messages.questNotFoundMessage","Quest not found.","Úkol nebyl nalezen."
"command_messages.questPlayerNotValidMessage","[EliteMobs] Error - player name not valid!","[EliteMobs] Chyba - jméno hráče není platné!"
"command_messages.questResetSuccessMessage","[EliteMobs] Successfully reset quests for player $player","[EliteMobs] Úspěšně resetovány úkoly hráče $player"
"command_messages.regionalBossStatsMessage","&7[EM] &2There are &c$total &2Regional Bosses installed, of which &c$loaded &2are currently loaded.","&7[EM] &2Je nainstalováno &c$total &2regionálních Bossů, z nichž je aktuálně načteno &c$loaded&2."
"command_messages.relativePositionMessage","&8[EliteMobs] &fRelative position to anchor point of &2$filename&f is &2$coordinates","&8[EliteMobs] &fRelativní pozice vůči kotevnímu bodu &2$filename&f je &2$coordinates"
"command_messages.reloadStartMessage","Plugin reloading...","Plugin se znovu načítá..."
"command_messages.reloadSuccessMessage","Plugin reloaded!","Plugin znovu načten!"
"command_messages.removeElitesOffMessage","&8[EliteMobs] &aYou are no longer removing elites!","&8[EliteMobs] &aUž neodstraňuješ elity!"
"command_messages.removeElitesOnMessage","&8[EliteMobs] &cYou are now removing elites when you punch them! Run &a/em remove &cagain to stop removing elites!","&8[EliteMobs] &cNyní odstraňuješ elity, když je udeříš! Zadej znovu &a/em remove &cpro ukončení odstraňování elit!"
"command_messages.removedHijackedMessage","&8[EliteMobs] If the entity is supposed to be an EliteMobs entity, it is highly likely some other plugin hijacked the entity and changed it in a way that made EliteMobs unable to recognize it anymore.","&8[EliteMobs] Pokud má být tato entita entitou EliteMobs, je velmi pravděpodobné, že ji převzal jiný plugin a změnil ji tak, že ji EliteMobs už nedokáže rozpoznat."
"command_messages.removedNotEliteMobsMessage","&8[EliteMobs] The entity you just removed was not an EliteMobs entity. EliteMobs will still attempt to remove it though.","&8[EliteMobs] Entita, kterou jsi právě odstranil, nebyla entitou EliteMobs. EliteMobs se ji přesto pokusí odstranit."
"command_messages.removedSpawnLocationMessage","&8[EliteMobs] &cRemoved a spawn location for boss $boss","&8[EliteMobs] &cOdstraněno místo spawnu pro Bosse $boss"
"command_messages.removedTreasureChestMessage","[EliteMobs] Removed treasure chest!","[EliteMobs] Odstraněna truhla s pokladem!"
"command_messages.resourcePackUpdatedMessage","&8[EliteMobs] &cThe EliteMobs resource pack has updated! This means that the current resource pack will not fully work until you restart your server. You only need to restart once!","&8[EliteMobs] &cResource pack EliteMobs byl aktualizován! To znamená, že aktuální resource pack nebude plně fungovat, dokud nerestartuješ server. Stačí restartovat jen jednou!"
"command_messages.scrollAmountZeroMessage","Amount must be greater than zero.","Počet musí být větší než nula."
"command_messages.scrollGaveMessage","Gave $amount level $level Elite Scroll(s) to $player.","Předáno $amount svitek(ů) Elite Scroll úrovně $level hráči $player."
"command_messages.scrollInvalidNumberMessage","Level and amount must be valid integers.","Úroveň a počet musí být platná celá čísla."
"command_messages.scrollLevelZeroMessage","Scroll level must be greater than zero.","Úroveň svitku musí být větší než nula."
"command_messages.scrollsNotEnabledMessage","Elite Scrolls are not currently enabled on this server! Ask the admin to enable them in the EliteMobs DefaultConfig.yml","Elite Scrolly nejsou na tomto serveru momentálně povoleny! Požádej admina, aby je povolil v EliteMobs DefaultConfig.yml"
"command_messages.setupDoneDisableMessage","&aEliteMobs will no longer send messages on login. You can do [/em setup done] again to revert this.","&aEliteMobs už nebude při přihlášení posílat zprávy. Pro vrácení můžeš znovu použít [/em setup done]."
"command_messages.setupDoneEnableMessage","&aEliteMobs will once again send messages on login. You can do [/em setup done] again to revert this.","&aEliteMobs bude při přihlášení znovu posílat zprávy. Pro vrácení můžeš znovu použít [/em setup done]."
"command_messages.setupInstalledMessage","Successfully installed content!","Obsah byl úspěšně nainstalován!"
"command_messages.setupNotValidPackageMessage","Not a valid em package!","Neplatný em balíček!"
"command_messages.setupUninstalledMessage","Successfully uninstalled content!","Obsah byl úspěšně odinstalován!"
"command_messages.shopPlayerNotFoundMessage","Failed to get player with that username!","Nepodařilo se najít hráče s tímto uživatelským jménem!"
"command_messages.simLootCouldNotSend","&c[EliteMobs] Could not send item to player $player - player with this name was not found!","&c[EliteMobs] Položku nešlo poslat hráči $player - hráč s tímto jménem nebyl nalezen!"
"command_messages.simLootFinishedMultiple","[EliteMobs] Finished running simulation command for player $player $times times at level $level .","[EliteMobs] Dokončeno spuštění simulačního příkazu pro hráče $player $times krát na úrovni $level ."
"command_messages.simLootFinishedSingle","[EliteMobs] Finished running simulation command for player $player at level $level .","[EliteMobs] Dokončeno spuštění simulačního příkazu pro hráče $player na úrovni $level ."
"command_messages.simLootPlayerNotFound","[EliteMobs] Failed to get a player named ""$player""!","[EliteMobs] Nepodařilo se najít hráče jménem ""$player""!"
"command_messages.skillCheckEntryFormat","&7$skill: &aLevel $level &7($xpProgress/$xpNeeded XP, $progress%)","&7$skill: &aÚroveň $level &7($xpProgress/$xpNeeded XP, $progress%)"
"command_messages.skillCheckHeaderMessage","&6=== $player's Skills ===","&6=== Dovednosti hráče $player ==="
"command_messages.skillInvalidTypeMessage","&cInvalid skill type: $type","&cNeplatný typ dovednosti: $type"
"command_messages.skillLevelMinMessage","&cLevel must be at least 1!","&cÚroveň musí být alespoň 1!"
"command_messages.skillLevelWarningMessage","&eWarning: Level $level is above the soft cap of 100.","&eVarování: Úroveň $level je nad měkkým limitem 100."
"command_messages.skillPlayerNotFoundMessage","&cPlayer not found: $player","&cHráč nenalezen: $player"
"command_messages.skillSetAllSuccessMessage","&aSet all of $player's skills to level $level ($xp XP)","&aNastaveny všechny dovednosti hráče $player na úroveň $level ($xp XP)"
"command_messages.skillSetSuccessMessage","&aSet $player's $skill skill to level $level ($xp XP)","&aNastavena dovednost $skill hráče $player na úroveň $level ($xp XP)"
"command_messages.skillTestAlreadyRunningMessage","&cA test is already running! Use &e/em skill test cancel &cto stop it.","&cTest už běží! Použij &e/em skill test cancel &ck jeho zastavení."
"command_messages.skillTestCancelNoTestMessage","&cNo active test to cancel.","&cŽádný aktivní test ke zrušení."
"command_messages.skillTestCancelSuccessMessage","&aTest cancelled and player state restored.","&aTest zrušen a stav hráče obnoven."
"command_messages.skillTestInfoMessage1","&7This will temporarily modify your skill levels and selections.","&7Toto dočasně upraví tvoje úrovně dovedností a výběry."
"command_messages.skillTestInfoMessage2","&7Your original state will be restored after the test.","&7Po testu bude tvůj původní stav obnoven."
"command_messages.skillTestOnlyPlayerMessage","&cThis command can only be run by a player!","&cTento příkaz může spustit pouze hráč!"
"command_messages.skillTestStartMessage","&a[Test] Starting skill system test...","&a[Test] Spouštím test systému dovedností..."
"command_messages.skillValidTypesMessage","&7Valid types: $types","&7Platné typy: $types"
"command_messages.statsAverageThreatMessage","&7[EM] &2Average threat tier: &a$average","&7[EM] &2Průměrná úroveň hrozby: &a$average"
"command_messages.statsBreakdownPrefix","&2Breakdown: &a","&2Rozpis: &a"
"command_messages.statsEntityCountMessage","&7[EM] &2There are currently &l&6$total &f&2EliteMobs entities in the world.","&7[EM] &2Ve světě je momentálně &l&6$total &f&2entit mobů EliteMobs, z toho &a$aggressive &2jsou Elite Mobs a &a$passive &2jsou Super Mobs."
"command_messages.statsHighestThreatMessage","&7[EM] &2Highest online threat tier: &a$player &2at total threat tier &a$threat","&7[EM] &2Nejvyšší online úroveň hrozby: &a$player &2na celkové úrovni hrozby &a$threat"
"command_messages.statsSeparator","<g:#8B0000:#CC4400:#DAA520>▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬</g>","&5&m-----------------------------------------------------"
"command_messages.statsVersionHeader","&7[EM] &a&lEliteMobs v. $version stats:","&7[EM] &a&lStatistiky EliteMobs v. $version:"
"command_messages.trackedBossCountMessage","Tracked boss count: ","Sledovaný počet Bossů: "
"command_messages.trackedNpcCountMessage","Tracked NPC count: ","Sledovaný počet NPC: "
"command_messages.transitiveBlockCancelCommandMessage","&6[EliteMobs] Or run the command /em cancelblocks to cancel the registration!","&6[EliteMobs] Nebo zadej příkaz /em cancelblocks pro zrušení registrace!"
